|Sentiment|,|TweetText|
|neutral|,|Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?|
|neutral|,|Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE|
|neutral|,|Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple|
|neutral|,|@Apple Would much rather get outta this having a ( see pic ) and have fun with this  Have your friends choose music http://t.co/7IiHbr4J|
|neutral|,|RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...|
|neutral|,|@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker|
|neutral|,|If you've been struggling to get hold of me|
|neutral|,|Hey @Apple|
|neutral|,|Amazing story of @dropbox and @apple http://t.co/r4oDCwvY|
|neutral|,|Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon|
|neutral|,|@Jake_Gyllenhaal So you've made up with @Apple?|
|neutral|,|@Apple to shut stores!!! C'mon|
|neutral|,|@Motorola is the Best Android-powered company that is going against @Apple.|
|neutral|,|@apple #readyfor5.0.1 http://t.co/M2FqakYr|
|neutral|,|This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.|
|neutral|,|Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw|
|neutral|,|The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw|
|neutral|,|#Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy|
|neutral|,|Stay young|
|neutral|,|Dear @motorola|
|neutral|,|RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...|
|neutral|,|@apple Or @Microsoft Buying Out @RIM ?|
|neutral|,|@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone|
|neutral|,|RT @HaendelBalzora: dear @apple please invent FaceTime Voicemails. sincerely|
|neutral|,|#Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|dear @apple please invent FaceTime Voicemails. sincerely|
|neutral|,|RT @jesperordrup: Hi @apple. Household has 4 iphones|
|neutral|,|Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime|
|neutral|,|@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?|
|neutral|,|RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy|
|neutral|,|Hi @apple. Household has 4 iphones|
|neutral|,|RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn|
|neutral|,|#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits|
|neutral|,|Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant|
|neutral|,|Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn|
|neutral|,|Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art|
|neutral|,|@apple #siri http://t.co/k7b686hX|
|neutral|,|.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5|
|neutral|,|RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn|
|neutral|,|RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G|
|neutral|,|.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn|
|neutral|,|RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!|
|neutral|,|@bidmyway I like your app for the @apple iPhone very simple and easy to use!|
|neutral|,|Thanks|
|neutral|,|Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet|
|neutral|,|@rtimbuc thx for publicly coming out out of the @Apple closet ... :)|
|neutral|,|Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.|
|neutral|,|RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple|
|neutral|,|Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC|
|neutral|,|@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu|
|neutral|,|These cos are worth billions: @Apple|
|neutral|,|Just when #TomCruise thought he had a unique name for his daughter|
|neutral|,|I wonder If the person who has @apple is holding out for apple to buy it from them|
|neutral|,|iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet|
|neutral|,|The 'Great Tech War': @Apple|
|neutral|,|@BeeeThree I am aye|
|neutral|,|How the community saw #SteveJobs - 12 Most #Community iCelebrates Steve Jobs - http://t.co/jJRwIvmc @Apple|
|neutral|,|RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ...|
|neutral|,|@apple store NY|
|neutral|,|Attending #mobilemem |
|neutral|,|Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje|
|neutral|,|yeah|
|neutral|,|picking up my #iPhone4S in two hours @Apple!|
|neutral|,|@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out|
|neutral|,|yes|
|neutral|,|@azee1v1 @apple @umber Better file info/easier to get to|
|neutral|,|@AsimRang @apple @umber well so far ive seen it for apps|
|neutral|,|Hello again|
|neutral|,|@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before|
|neutral|,|@Apple|
|neutral|,|@AsimRang @apple @umber the podcasts feature works just fine|
|neutral|,|“@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube” It couldn't have 2do w/operator error! #sarcasm Still ❤ @apple|
|neutral|,|RT @Apple We destroying you next RT @therealterica: Duh #TeamAndroid RT @JuanHustle I got a feeling we living in the last days of Blackberry|
|neutral|,|@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI|
|neutral|,|#Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well|
|neutral|,|@Mommy_gaga|
|neutral|,|I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.|
|neutral|,|Spell check needed when saving documents - fingers crossed Steve Jobs left that nugget of technology behind on the @Apple to do list. :)|
|neutral|,|@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista|
|neutral|,|iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33|
|neutral|,|@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar|
|neutral|,|Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO|
|neutral|,|@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p|
|neutral|,|The four American companies that have come to define 21st-century on the verge of war. @Amazon @Apple @Facebook and @G…http://t.co/PxUlr5dw|
|neutral|,|I have 4 @Apple products...|
|neutral|,|@SamsungMobileUS @Apple would disagree with you right now.|
|neutral|,|Stay hungry|
|neutral|,|RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...|
|neutral|,|iSteps @apple store bologna http://t.co/WjjBq7Ae|
|neutral|,|How I manage my businesses/life: @pivotaltracker|
|neutral|,|Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h|
|neutral|,|Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.|
|neutral|,|Hey @Apple|
|neutral|,|Dear @Apple… If I make love to iCloud will ALL THE THINGS have my babies?|
|neutral|,|POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball|
|neutral|,|POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball|
|neutral|,|More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...|
|neutral|,|My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple|
|neutral|,|#Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|Dear @apple|
|neutral|,|You know you've gone @Apple overboard when you misread a @Yelp review as iPad Thai. #fb|
|neutral|,|started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls|
|neutral|,|RememberiN wen @apple and @blackberry were just fruit|
|neutral|,|The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...|
|neutral|,|One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...|
|neutral|,|Gee|
|neutral|,|Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv|
|neutral|,|RT @fredbenenson: Hey @twitter and @apple|
|neutral|,|got the new @apple update|
|neutral|,|A brick n mortar @Google store? Coming soon to London|
|neutral|,|Hey @twitter and @apple|
|neutral|,|If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?|
|neutral|,|@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy|
|neutral|,|@Apple why no Macbook mirroring onto AppleTV via #Airplay?|
|neutral|,|@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?|
|neutral|,|@apple please bring back the old Siri app for us old school iPhone 3 users!|
|neutral|,|Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it|
|neutral|,|Yeah|
|neutral|,|POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...|
|neutral|,|POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...|
|neutral|,|@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?|
|neutral|,|Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.|
|neutral|,|I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.|
|neutral|,|@APPLE freaks is Siri available for Iphone 4 yet?|
|neutral|,|#Iphone5 can you please make The battery last longer thanks @Apple|
|neutral|,|U know the @apple company are giving out 500 iPads because Steve jobs past away|
|neutral|,|Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..|
|neutral|,|RT @shanmoorthy: Next year is going to be really interesting in tech as @Google|
|neutral|,|Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve|
|neutral|,|iPhone 4 S now RESERVATION only|
|neutral|,|@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter|
|neutral|,|@FastCompany - The Great Tech War Of 2012: @Apple|
|neutral|,|Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb|
|neutral|,|@Apple please put the Tab button back in Pages for iPad. That hold my finger down|
|neutral|,|Apple shares hit new all-time intraday high: http://t.co/uY35rrRU #win @Apple|
|neutral|,|RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!|
|neutral|,|@RhiannaRaee hanging @apple in tacoma listening to the beatles!|
|neutral|,|In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S|
|neutral|,|A must read article on @fastcompany about @Apple|
|neutral|,|@cnbcfastmomey what price should I sell @apple for|
|neutral|,|Hey @Apple|
|neutral|,|#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6|
|neutral|,|Hey @apple why is Siri not available for the Mac?|
|neutral|,|waiting for Jacob @fairview @apple storeee|
|neutral|,|#Win an @Apple iPod Touch from @Mommy_gaga|
|neutral|,|iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.|
|neutral|,|Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!|
|neutral|,|@WIREDInsider beautiful|
|neutral|,|Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz|
|neutral|,|Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri|
|neutral|,|@brady I am surprised @apple did not think of/anticipate that......|
|neutral|,|#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple|
|neutral|,|It's a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive|
|neutral|,|RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ...|
|neutral|,|@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!|
|neutral|,|@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.|
|neutral|,|@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)|
|neutral|,|Hall Pass had me rolling...... @Apple bee's lookin for nookie really|
|neutral|,|@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill|
|neutral|,|@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!|
|neutral|,|#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases|
|neutral|,|@coatgal had a really interestng experience up in the @Apple store though|
|neutral|,|@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY|
|neutral|,|@_alastair w/ respect|
|neutral|,|@jackiestone1 yes! Tech peeps talk so much about algorithms|
|neutral|,|The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany|
|neutral|,|Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech|
|neutral|,|RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters|
|neutral|,|Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs|
|neutral|,|is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK|
|neutral|,|Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC|
|neutral|,|RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!|
|neutral|,|Why @Apple so valuable|
|neutral|,|Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.|
|neutral|,|@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:|
|neutral|,|@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?|
|neutral|,|Big mo: In one week|
|neutral|,|@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging|
|neutral|,|@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.|
|neutral|,|RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...|
|neutral|,|@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems|
|neutral|,|Too bad I'm not an @Apple junkie. #icloud #apple #ios5|
|neutral|,|@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.|
|neutral|,|Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook|
|neutral|,|Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.|
|neutral|,|Go big or go home @Apple users - here are some apps that make your #4s iPhone s-s-super http://t.co/t74BQyim via @mashable - MS|
|neutral|,|But @Apple|
|irrelevant|,|Casi 30 años usando PC|
|irrelevant|,|Ud alguna vez ha llamado al servicio de @apple support? Se nota!! Con razon le gusta apple : @|
|irrelevant|,|@waze_it @macneo Bellissimo video. Sono sempre più convinto di prendere un @Apple iPhone e gettare via il @Nokia N97 che mi ritrovo.|
|irrelevant|,|ipad: mi aparato favorito de la vida frase celebre de Azay Carrasco @apple #ipad|
|irrelevant|,|Cenaze nedeniyle kapalıyız' @apple  http://t.co/j4L892Kk|
|irrelevant|,|Dancing bear @apple store Lincoln center http://t.co/XBmjUpMq|
|irrelevant|,|#BlackBerry #RIM esta tratando de abarcar el mercado imitando a android y en ciertas cosas a @Apple pero sinceramente no creo que llegue :)|
|irrelevant|,|sail phoenix next stop----&gt; after quimera rock @apple house|
|irrelevant|,|che palle sto cacchio di #WP7 di merda con un #Whatsapp che funziona di cacca per colpa del sistema di #notifica! @apple send me an #iphone|
|irrelevant|,|Twitter intègré dans ios5|
|irrelevant|,|Chill lol RT @apple: 😂😂😂😂😂😂😂😂 RT @Styl_Standin: What is imessage??|
|irrelevant|,|@LennyDubz you do know that @apple is not the company. and why u blasting me on #twitter???|
|irrelevant|,|@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....|
|irrelevant|,|Kan @Samsung och @Apple sluta slåss om kunderna i rättssalen och med världens bästa produkter istället så blir det mycket bättre!|
|irrelevant|,|Y @Apple? @BlackberryVzla: RIM anuncia más de 150 millones de dispositivos Vendidos|
|irrelevant|,|Fullscreen überall nur der #AppStore hat keine Option dafür. Warum? @apple|
|irrelevant|,|Love how  @rogersbiz tell u they're not allowed to sell the 4s for $ more than @Apple but yet want $100 more for the 64G|
|irrelevant|,|Me acabo de convertir en un #fanboy de @apple. El ipad2 con el cristal roto y me lo cambian aunque no lo cubre la garantía. Increíble!|
|irrelevant|,|Complimenti sinceri ad @apple per #IOS5 va benissimo su #iPhone e #iPad|
|irrelevant|,|RT @supaluga: RT @modalnho: New mov: ショウケース@apple store 銀座 記録 / starring:ichiro_|
|irrelevant|,|Apple vende 4 millones de iPhone 4S en tres días http://t.co/FH5T5Mi6 #turismo #martesviajero @apple|
|irrelevant|,|Mooi verhaal over @Dropbox en hoe zij een geweldig aanbod van @apple Steve Jobs hebben geweigerd in het verleden. http://t.co/eARoBIne!|
|irrelevant|,|@imightbewrong @apple @inthequeencity #teamapple|
|irrelevant|,|RT @modalnho: New mov: ショウケース@apple store 銀座 記録 / starring:ichiro_|
|irrelevant|,|Verzoek aan @apple voor iphone: koppel agenda aan bellen. Zo kun je in afspraak opgeslagen telnummer meteen aantikken en bellen. #thnx|
|irrelevant|,|cc @apple http://t.co/8TnodVS8|
|irrelevant|,|さっきスパルガ先生とラーメン屋でmodaについて語っていた@modalnhoショウケース@apple store 銀座 記録 / starring:ichiro_|
|irrelevant|,|En @Apple mucho diseño pero llevo media hora esperando a mi clase que poca formalidad|
|irrelevant|,|So ya my ITunes is in Japanese???|
|irrelevant|,|おっとー、出演者ショップスが抜けてた! -- New mov: ショウケース@apple store 銀座 記録 / starring:ichiro_|
|irrelevant|,|@Apple -Handy: @iPhone -4S-Besitzer schimpfen über Netzprobleme -  http://t.co/abHuRvyc|
|irrelevant|,|@Apple erneut im Fadenkreuz - Umweltverschmutzung? @Apple -Zulieferer muss Produktion stoppen  http://t.co/aH9KgrLY|
|irrelevant|,|RT @modalnho: New mov: ショウケース@apple store 銀座 記録 / starring:ichiro_|
|irrelevant|,|New mov: ショウケース@apple store 銀座 記録 / starring:ichiro_|
|irrelevant|,|@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.|
|irrelevant|,|@Notre4Dame @apple haha no fuck that its still took sux and a half hours and i have to be up at 7|
|irrelevant|,|RT @aranzibia: Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple|
|irrelevant|,|Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple|
|irrelevant|,|#iOS5 op iPad 2 geïnstalleerd. Tijdrovend en bepaald niet probleemloos. @Apple gaat meer en meer de #Windows kant op. ;-(|
|irrelevant|,|@Twitter CEO @DickC on @Apple|
|irrelevant|,|@Karofsky @Apple  how's that pear coming? oops i mmeant apple!|
|irrelevant|,|Por cierto @Apple|
|irrelevant|,|Welp. RT @Tree @Apple you didn't fall too far from me|
|irrelevant|,|جهاز من كل ثلاثه تحمل iOS 5|
|irrelevant|,|@Apple Mooi systeem hoor dat films huren|
|irrelevant|,|@Apple podría lanzar un #iPad Mini en el 2012|
|irrelevant|,|Viens de tester #ios5 sur un 3GS et franchement c'est pas mal du tout ! @apple|
|irrelevant|,|http://t.co/k8RQwXty |
|irrelevant|,|Por fin Adobe para #iOS|
|irrelevant|,|Lekkere garantie volgens #radar bij @apple. #Ned1|
|irrelevant|,|RT @IsmaelLaRosa: En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL|
|irrelevant|,|En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL|
|irrelevant|,|querida @apple|
|irrelevant|,|@MissHell23 Umm|
|irrelevant|,|Contra todo pronóstico @Samsung podría ser el fabricante del #chipA6 para @Apple http://t.co/6utPqa5w|
|irrelevant|,|@pnt21 ドンマイー@(・●・)@Apple社保証薄いから気をつけてね|
|irrelevant|,|Descuentos y offertas para applicaciones de @apple http://t.co/8VNd57qk #mobil|
|irrelevant|,|#MobileMe|
|irrelevant|,|RT @mpastrana: RT @apple no pasa nada|
|irrelevant|,|Se tan arruinando mis audifonos d mi #iphone @apple quien me quiere regalar unos? http://t.co/56eeE9uY|
|irrelevant|,|Asi o mas mala la #version5.0 de @apple...|
|irrelevant|,|@macworld_brasil vcs conseguiram fazer funcionar o find my Mac? O meu sempre pede para reportar o erro a @Apple !|
|irrelevant|,|&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple)|
|irrelevant|,|&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple)|
|irrelevant|,|Curso de DJ na @apple em breve|
|irrelevant|,|@dgosset @lolopb oh putain… j'ai vidé mon spam il y a peu… Le mail de applecert@apple.com est dans ce qu'il reste…|
|irrelevant|,|http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple|
|irrelevant|,|¿Quién dijo crisis? @Apple ha vendido 4 millones de unidades del #iPhone4S en sólo tres días|
|irrelevant|,|Resultado de ventas de @apple 4millones de #iPhone4s vendidos|
|irrelevant|,|@hervepierre mdr! ouais une mauvaise expérience avec les vendeurs @Apple store m'a fait hair l'iphone ;)|
|irrelevant|,|bagi yg acc USnya di disabled sama apple|
|irrelevant|,|#epicfail @apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren. het kost me dus geld zo'n upgrade|
|irrelevant|,|Hey @apple |
|irrelevant|,|@chachasikes @iphone @apple on the iphone4s???|
|irrelevant|,|@ferchowii @Adr_Mart_Com @Apple no tengo|
|irrelevant|,|追悼ジョブズ氏…@Apple Store#fb  http://t.co/V07PBNdP|
|irrelevant|,|Como puedo checar mi correo si tengo cuenta @apple.com?? :S osea no q onda con eso!! jajaja|
|irrelevant|,|RT @Leahjanell: This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/Dp4XiDs2|
|irrelevant|,|This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/tmQ50JRU|
|irrelevant|,|Partner with @apple. I&#39;d pay $50 for aniBulb. &quot;@washingtonpost: Would you pay $25 for this lightbulb? http://t.co/zGFsehAO&quot;|
|irrelevant|,|@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!|
|irrelevant|,|@heidiknyc @apple @Badog420 Cute dinner when ur back from shanghai xx|
|irrelevant|,|@apple - dette blir for dumt. http://t.co/zqKMkq91|
|irrelevant|,|ninguem desliga o 3g do celular -.- “@giuchavez: Olha aqui @apple: na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g Ok ...|
|irrelevant|,|Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs|
|irrelevant|,|@Apple et je devrais arrêter de vous glorifier et ça c'est pas cool...|
|irrelevant|,|yo @Apple va falloir faire quelque chose pour l'app vidéo. Le fait de pas pouvoir laisser la vidéo jouer en faisant autre chose &lt;  diarrhée.|
|irrelevant|,|Quiero migrar @Apple!|
|irrelevant|,|O #itunes acaba de me avisar q esta disponível a versão 5 pra atualizar meu #Iphone 4. Como não cair de amores pela @apple e #SteveJobs ?!!|
|irrelevant|,|@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nærmet seg #iTouch Kids.|
|irrelevant|,|Olha aqui @apple: na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g Ok ? Aff fazem tudo pela metade !!! Steve|
|irrelevant|,|interesante por decirlo menos sabes que la cámara del #iphone4s le pertenece a #sony ... mmm ojalá ande bien y no sea mala jugada de @apple|
|irrelevant|,|Oja|
|irrelevant|,|#Deal & #Schnäppchen Update: [iPad] iPad 1. Generation generalüberholt ab 389 € @Apple - http://t.co/xDtdZurD|
|irrelevant|,|@ChArEnCe RaMoS @apple jane @heiMachO @tintin_Julielmo new followers..:) na follow back ko na po kayo..:)|
|irrelevant|,|[iPad] iPad 1. Generation generalüberholt ab 389 € @Apple: Der Tablet von Apple bleibt weiterhin recht preisstab... http://t.co/h8ANhAVu|
|irrelevant|,|Kan @Apple de #tekstaanvulling op #iphone en #ipad niet omdraaien? #eigenteksteerst #weetapplehetaltijdbeter|
|irrelevant|,|[iPad] iPad 1. Generation generalüberholt ab 389 € @Apple http://t.co/tOv1xKQ8|
|irrelevant|,|Gostaria de deixar aqui registrado meu agradecimento a @apple por preservar meu sono. As notificações do iOS5 não apitam na madrugada ;-)|
|irrelevant|,|@HAZI クック@apple.com？|
|irrelevant|,|@Le_M_Poireau Mais moi je voudrais pas que @apple donne mon fichier @LaLibreBe. Marre d'être spammée par les journaux désespérés.|
|irrelevant|,|I guess I should go @hublot @apple and @ZegnaOfficial shopping next week. Birthdays only come once a year! Lol|
|irrelevant|,|ASSISTINDO O FILME CHAPA!! PIRATAS DA INFORMÁTICA  ESSE FILME E FODA VIVA @APPLE|
|irrelevant|,|Un abrazo a tod@s desde el @Apple Store en #NewYork. Es un honor sumarse a la gente que honra la memora y el #genio de #SteveJobs.|
|irrelevant|,|iphone行列並んだー@apple store銀座 どのくらいかかるかね。16Gしかないそうです。|
|irrelevant|,|New Arrivals and 70 percent off Clearance of Matching G http://t.co/qQcwyl4b@Lds @Scriptures @Apple @E @Book|
